食品番号,索引番号,食品名,エネルギー（Kcal）,タンパク質,脂質,炭水化物
03027,301,（でん粉糖類） 異性化液糖 果糖ぶどう糖液糖,283.0,0.0,0.0,75.0
03028,302,（でん粉糖類） 異性化液糖 高果糖液糖,282.0,0.0,0.0,75.0
03029,303,（その他） 黒蜜,199.0,1.0,0.0,50.5
03022,304,（その他） はちみつ,329.0,0.3,0.0,81.9
03023,305,（その他） メープルシロップ,266.0,0.1,0.0,66.3
04001,306,あずき 全粒 乾,304.0,20.8,2.0,59.6
04002,307,あずき 全粒 ゆで,124.0,8.6,0.8,25.6
04003,308,あずき ゆで小豆缶詰,202.0,4.4,0.4,49.2
04004,309,あずき あん こし生あん,147.0,9.8,0.6,27.1
04005,310,あずき あん さらしあん （乾燥あん）,335.0,23.5,1.0,66.8
04101,311,あずき あん こし練りあん （並あん）,255.0,5.6,0.3,58.8
04102,312,あずき あん こし練りあん （中割りあん）,262.0,5.1,0.3,61.1
04103,313,あずき あん こし練りあん （もなかあん）,292.0,5.1,0.3,68.6
04006,314,あずき あん つぶし練りあん,239.0,5.6,0.6,54.0
04007,315,いんげんまめ 全粒 乾,280.0,22.1,2.5,56.4
04008,316,いんげんまめ 全粒 ゆで,127.0,9.3,1.2,24.5
04009,317,いんげんまめ うずら豆,214.0,6.7,1.3,49.6
04010,318,いんげんまめ こし生あん,135.0,9.4,0.9,27.0
04011,319,いんげんまめ 豆きんとん,238.0,4.9,0.5,56.2
04012,320,えんどう 全粒 青えんどう 乾,310.0,21.7,2.3,60.4
04013,321,えんどう 全粒 青えんどう ゆで,129.0,9.2,1.0,25.2
04074,322,えんどう 全粒 赤えんどう 乾,310.0,21.7,2.3,60.4
04075,323,えんどう 全粒 赤えんどう ゆで,129.0,9.2,1.0,25.2
04014,324,えんどう グリンピース（揚げ豆）,375.0,20.8,11.6,58.8
04015,325,えんどう 塩豆,321.0,23.3,2.4,61.5
04016,326,えんどう うぐいす豆,228.0,5.6,0.7,52.9
04017,327,ささげ 全粒 乾,280.0,23.9,2.0,55.0
04018,328,ささげ 全粒 ゆで,130.0,10.2,0.9,23.8
04019,329,そらまめ 全粒 乾,323.0,26.0,2.0,55.9
04020,330,そらまめ フライビーンズ,436.0,24.7,20.8,46.4
04021,331,そらまめ おたふく豆,237.0,7.9,1.2,52.2
04022,332,そらまめ ふき豆,251.0,9.6,1.6,52.5
04076,333,そらまめ しょうゆ豆,173.0,9.8,0.9,37.1
04104,334,だいず ［全粒・全粒製品］ 全粒 青大豆 国産 乾,354.0,33.5,19.3,30.1
04105,335,だいず ［全粒・全粒製品］ 全粒 青大豆 国産 ゆで,145.0,15.0,8.2,9.9
04023,336,だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 乾,372.0,33.8,19.7,29.5
04024,337,だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 ゆで,163.0,14.8,9.8,8.4
04025,338,だいず ［全粒・全粒製品］ 全粒 黄大豆 米国産 乾,402.0,33.0,21.7,28.8
04026,339,だいず ［全粒・全粒製品］ 全粒 黄大豆 中国産 乾,391.0,32.8,19.5,30.8
04027,340,だいず ［全粒・全粒製品］ 全粒 黄大豆 ブラジル産 乾,414.0,33.6,22.6,30.7
04077,341,だいず ［全粒・全粒製品］ 全粒 黒大豆 国産 乾,349.0,33.9,18.8,28.9
04106,342,だいず ［全粒・全粒製品］ 全粒 黒大豆 国産 ゆで,155.0,14.7,8.6,9.8
04080,343,だいず ［全粒・全粒製品］ いり大豆 青大豆,425.0,37.7,20.7,33.9
04078,344,だいず ［全粒・全粒製品］ いり大豆 黄大豆,429.0,37.5,21.6,33.3
04079,345,だいず ［全粒・全粒製品］ いり大豆 黒大豆,431.0,36.4,22.0,34.3
04028,346,だいず ［全粒・全粒製品］ 水煮缶詰 黄大豆,124.0,12.9,6.7,7.7
04081,347,だいず ［全粒・全粒製品］ 蒸し大豆 黄大豆,186.0,16.6,9.8,13.8
04082,348,だいず ［全粒・全粒製品］ きな粉 青大豆 全粒大豆,424.0,37.0,22.8,29.3
04096,349,だいず ［全粒・全粒製品］ きな粉 青大豆 脱皮大豆,418.0,36.6,24.6,28.3
04029,350,だいず ［全粒・全粒製品］ きな粉 黄大豆 全粒大豆,451.0,36.7,25.7,28.5
04030,351,だいず ［全粒・全粒製品］ きな粉 黄大豆 脱皮大豆,456.0,37.5,25.1,29.5
04109,352,だいず ［全粒・全粒製品］ きな粉（砂糖入り） 青きな粉,392.0,18.5,11.4,64.3
04110,353,だいず ［全粒・全粒製品］ きな粉（砂糖入り） きな粉,406.0,18.3,12.9,63.9
04083,354,だいず ［全粒・全粒製品］ 大豆はいが,404.0,37.8,14.7,39.5
04031,355,だいず ［全粒・全粒製品］ ぶどう豆,265.0,14.1,9.4,37.0
04032,356,だいず ［豆腐・油揚げ類］ 木綿豆腐,73.0,7.0,4.9,1.5
04097,357,だいず ［豆腐・油揚げ類］ 木綿豆腐 （凝固剤：塩化マグネシウム）,73.0,7.0,4.9,1.5
04098,358,だいず ［豆腐・油揚げ類］ 木綿豆腐 （凝固剤：硫酸カルシウム）,73.0,7.0,4.9,1.5
04033,359,だいず ［豆腐・油揚げ類］ 絹ごし豆腐,56.0,5.3,3.5,2.0
04099,360,だいず ［豆腐・油揚げ類］ 絹ごし豆腐 （凝固剤：塩化マグネシウム）,56.0,5.3,3.5,2.0
04100,361,だいず ［豆腐・油揚げ類］ 絹ごし豆腐 （凝固剤：硫酸カルシウム）,56.0,5.3,3.5,2.0
04034,362,だいず ［豆腐・油揚げ類］ ソフト豆腐,56.0,5.1,3.3,2.0
04035,363,だいず ［豆腐・油揚げ類］ 充てん豆腐,56.0,5.0,3.1,2.5
04036,364,だいず ［豆腐・油揚げ類］ 沖縄豆腐,99.0,9.1,7.2,0.7
04037,365,だいず ［豆腐・油揚げ類］ ゆし豆腐,47.0,4.3,2.8,1.7
04038,366,だいず ［豆腐・油揚げ類］ 焼き豆腐,82.0,7.8,5.7,1.0
04039,367,だいず ［豆腐・油揚げ類］ 生揚げ,143.0,10.7,11.3,0.9
04040,368,だいず ［豆腐・油揚げ類］ 油揚げ 生,377.0,23.4,34.4,0.4
04084,369,だいず ［豆腐・油揚げ類］ 油揚げ 油抜き 生,266.0,18.2,23.4,0.0
04086,370,だいず ［豆腐・油揚げ類］ 油揚げ 油抜き ゆで,164.0,12.4,13.8,0.3
04085,371,だいず ［豆腐・油揚げ類］ 油揚げ 油抜き 焼き,361.0,24.9,32.2,0.7
04095,372,だいず ［豆腐・油揚げ類］ 油揚げ 甘煮,231.0,11.2,13.0,19.1
04041,373,だいず ［豆腐・油揚げ類］ がんもどき,223.0,15.3,17.8,1.6
04042,374,だいず ［豆腐・油揚げ類］ 凍り豆腐 乾,496.0,50.5,34.1,4.2
04087,375,だいず ［豆腐・油揚げ類］ 凍り豆腐 水煮,104.0,10.7,7.3,1.1
04043,376,だいず ［豆腐・油揚げ類］ 豆腐よう,183.0,9.5,8.3,19.1
04044,377,だいず ［豆腐・油揚げ類］ 豆腐竹輪 蒸し,121.0,14.9,4.4,6.7
04045,378,だいず ［豆腐・油揚げ類］ 豆腐竹輪 焼き,133.0,16.1,4.9,7.5
04088,379,だいず ［豆腐・油揚げ類］ ろくじょう豆腐,332.0,34.7,21.5,3.8
04046,380,だいず ［納豆類］ 糸引き納豆,190.0,16.5,10.0,12.1
04047,381,だいず ［納豆類］ 挽きわり納豆,185.0,16.6,10.0,10.5
04048,382,だいず ［納豆類］ 五斗納豆,214.0,15.3,8.1,24.0
04049,383,だいず ［納豆類］ 寺納豆,248.0,18.6,8.1,31.5
04051,384,だいず ［その他］ おから 生,88.0,6.1,3.6,13.8
04089,385,だいず ［その他］ おから 乾燥,333.0,23.1,13.6,52.3
04052,386,だいず ［その他］ 豆乳 豆乳,44.0,3.6,2.0,3.1
04053,387,だいず ［その他］ 豆乳 調製豆乳,63.0,3.2,3.6,4.8
04054,388,だいず ［その他］ 豆乳 豆乳飲料・麦芽コーヒー,59.0,2.2,2.2,7.8
04055,389,だいず ［その他］ 大豆たんぱく 粒状大豆たんぱく,318.0,46.3,3.0,36.7
04056,390,だいず ［その他］ 大豆たんぱく 濃縮大豆たんぱく,313.0,58.2,1.7,27.9
04057,391,だいず ［その他］ 大豆たんぱく 分離大豆たんぱく 塩分無調整タイプ,335.0,79.1,3.0,7.5
04090,392,だいず ［その他］ 大豆たんぱく 分離大豆たんぱく 塩分調整タイプ,335.0,79.1,3.0,7.5
04058,393,だいず ［その他］ 大豆たんぱく 繊維状大豆たんぱく,365.0,59.3,5.0,25.2
04059,394,だいず ［その他］ 湯葉 生,218.0,21.8,13.7,4.1
04060,395,だいず ［その他］ 湯葉 干し 乾,485.0,50.4,32.1,7.2
04091,396,だいず ［その他］ 湯葉 干し 湯戻し,151.0,15.7,10.6,0.1
04061,397,だいず ［その他］ 金山寺みそ,247.0,6.9,3.2,50.0
04062,398,だいず ［その他］ ひしおみそ,198.0,6.5,2.7,38.8
04063,399,だいず ［その他］ テンペ,180.0,15.8,9.0,15.4
04064,400,つるあずき 全粒 乾,297.0,20.8,1.6,61.8
04092,401,つるあずき 全粒 ゆで,132.0,9.7,1.0,27.5
04065,402,ひよこまめ 全粒 乾,336.0,20.0,5.2,61.5
04066,403,ひよこまめ 全粒 ゆで,149.0,9.5,2.5,27.4
04067,404,ひよこまめ 全粒 フライ 味付け,366.0,18.8,10.4,62.6
04068,405,べにばないんげん 全粒 乾,273.0,17.2,1.7,61.2
04069,406,べにばないんげん 全粒 ゆで,103.0,6.2,0.6,22.3
04108,407,やぶまめ 乾,383.0,23.4,10.1,49.5
04070,408,らいまめ 全粒 乾,306.0,21.9,1.8,60.8
04093,409,らいまめ 全粒 ゆで,122.0,9.6,0.9,26.0
04071,410,りょくとう 全粒 乾,319.0,25.1,1.5,59.1
04072,411,りょくとう 全粒 ゆで,125.0,10.2,0.6,22.5
04073,412,レンズまめ 全粒 乾,313.0,23.2,1.5,60.7
04094,413,レンズまめ 全粒 ゆで,149.0,11.2,0.8,29.1
05001,414,アーモンド 乾,609.0,19.6,51.8,20.9
05002,415,アーモンド フライ 味付け,626.0,21.3,55.7,17.9
05040,416,アーモンド いり 無塩,608.0,20.3,54.1,20.7
05003,417,あさ 乾,450.0,29.9,28.3,31.7
05041,418,あまに いり,540.0,21.8,43.3,30.4
05004,419,えごま 乾,523.0,17.7,43.4,29.4
05005,420,カシューナッツ フライ 味付け,591.0,19.8,47.6,26.7
05006,421,かぼちゃ いり 味付け,590.0,26.5,51.8,12.0
05007,422,かや いり,629.0,8.7,64.9,22.6
05008,423,ぎんなん 生,168.0,4.7,1.6,34.8
05009,424,ぎんなん ゆで,169.0,4.6,1.5,35.8
05010,425,（くり類） 日本ぐり 生,147.0,2.8,0.5,36.9
05011,426,（くり類） 日本ぐり ゆで,152.0,3.5,0.6,36.7
05012,427,（くり類） 日本ぐり 甘露煮,232.0,1.8,0.4,56.8
05013,428,（くり類） 中国ぐり 甘ぐり,207.0,4.9,0.9,48.5
05014,429,くるみ いり,713.0,14.6,68.8,11.7
05015,430,けし 乾,555.0,19.3,49.1,21.8
05016,431,ココナッツ ココナッツパウダー,676.0,6.1,65.8,23.7
05017,432,ごま 乾,604.0,19.8,53.8,16.5
05018,433,ごま いり,605.0,20.3,54.2,18.5
05019,434,ごま むき,570.0,19.3,54.9,18.8
05042,435,ごま ねり,646.0,19.0,61.0,15.6
05020,436,しい 生,244.0,3.2,0.8,57.6
05021,437,すいか いり 味付け,528.0,29.6,46.4,13.4
05046,438,チアシード 乾,446.0,19.4,33.9,34.5
05022,439,とち 蒸し,148.0,1.7,1.9,34.2
05023,440,はす 未熟 生,81.0,5.9,0.5,14.9
05024,441,はす 成熟 乾,327.0,18.3,2.3,64.3
05043,442,はす 成熟 ゆで,118.0,7.3,0.8,25.0
05025,443,（ひし類） ひし 生,183.0,5.8,0.5,40.6
05047,444,（ひし類） とうびし 生,122.0,2.7,0.4,31.4
05048,445,（ひし類） とうびし ゆで,120.0,2.7,0.3,30.5
05026,446,ピスタチオ いり 味付け,617.0,17.4,56.1,20.9
05027,447,ひまわり フライ 味付け,587.0,20.1,56.3,17.2
05028,449,ブラジルナッツ フライ 味付け,703.0,14.9,69.1,9.6
05029,450,ヘーゼルナッツ フライ 味付け,701.0,13.6,69.3,13.9
05030,452,ペカン フライ 味付け,716.0,9.6,73.4,13.3
05031,453,マカダミアナッツ いり 味付け,751.0,8.3,76.7,12.2
05032,454,まつ 生,681.0,15.8,68.2,10.6
05033,455,まつ いり,724.0,14.6,72.5,8.1
05034,456,らっかせい 大粒種 乾,572.0,25.2,47.0,19.4
05035,457,らっかせい 大粒種 いり,613.0,25.0,49.6,21.3
05044,458,らっかせい 小粒種 乾,573.0,25.4,47.5,18.8
05045,459,らっかせい 小粒種 いり,607.0,26.5,49.4,19.6
05036,460,らっかせい バターピーナッツ,609.0,23.3,53.2,18.3
05037,461,らっかせい ピーナッツバター,599.0,20.6,50.4,24.9
06001,462,アーティチョーク 花らい 生,39.0,2.3,0.2,11.3
06002,463,アーティチョーク 花らい ゆで,35.0,2.1,0.1,10.8
06003,464,あさつき 葉 生,34.0,4.2,0.3,5.6
06004,465,あさつき 葉 ゆで,41.0,4.2,0.3,7.3
06005,466,あしたば 茎葉 生,30.0,3.3,0.1,6.7
06006,467,あしたば 茎葉 ゆで,28.0,2.9,0.1,6.6
06007,468,アスパラガス 若茎 生,21.0,2.6,0.2,3.9
06008,469,アスパラガス 若茎 ゆで,25.0,2.6,0.1,4.6
06327,470,アスパラガス 若茎 油いため,54.0,2.9,3.9,4.1
06009,471,アスパラガス 水煮缶詰,24.0,2.4,0.1,4.3
06328,472,アロエ 葉 生,3.0,0.0,0.1,0.7
06010,473,いんげんまめ さやいんげん 若ざや 生,23.0,1.8,0.1,5.1
06011,474,いんげんまめ さやいんげん 若ざや ゆで,25.0,1.8,0.2,5.5
06012,475,（うど類） うど 茎 生,19.0,0.8,0.1,4.3
06013,476,（うど類） うど 茎 水さらし,13.0,0.6,0.0,3.4
06014,477,（うど類） やまうど 茎 生,19.0,1.1,0.1,4.3
06363,478,うるい 葉 生,19.0,1.9,0.4,4.0
06015,479,えだまめ 生,125.0,11.7,6.2,8.8
06016,480,えだまめ ゆで,118.0,11.5,6.1,8.9
06017,481,えだまめ 冷凍,143.0,13.0,7.6,10.6
06018,482,エンダイブ 葉 生,14.0,1.2,0.2,2.9
06019,483,（えんどう類） トウミョウ 茎葉 生,28.0,3.8,0.4,4.0
06329,484,（えんどう類） トウミョウ 芽ばえ 生,27.0,3.8,0.4,3.2
06330,485,（えんどう類） トウミョウ 芽ばえ ゆで,28.0,3.6,0.6,3.8
06331,486,（えんどう類） トウミョウ 芽ばえ 油いため,84.0,5.0,5.9,4.3
06020,487,（えんどう類） さやえんどう 若ざや 生,38.0,3.1,0.2,7.5
06021,488,（えんどう類） さやえんどう 若ざや ゆで,36.0,3.2,0.2,7.0
06022,489,（えんどう類） スナップえんどう 若ざや 生,47.0,2.9,0.1,9.9
06023,490,（えんどう類） グリンピース 生,76.0,6.9,0.4,15.3
06024,491,（えんどう類） グリンピース ゆで,99.0,8.3,0.2,18.5
06025,492,（えんどう類） グリンピース 冷凍,80.0,5.8,0.7,17.1
06374,493,（えんどう類） グリンピース 冷凍 ゆで,82.0,6.2,0.7,17.8
06375,494,（えんどう類） グリンピース 冷凍 油いため,114.0,6.3,4.6,18.2
06026,495,（えんどう類） グリンピース 水煮缶詰,82.0,3.6,0.4,19.7
06027,496,おおさかしろな 葉 生,12.0,1.4,0.2,2.2
06028,497,おおさかしろな 葉 ゆで,16.0,1.6,0.3,3.1
06029,498,おおさかしろな 塩漬,19.0,1.3,0.3,4.5
06030,499,おかひじき 茎葉 生,16.0,1.4,0.2,3.4
06031,500,おかひじき 茎葉 ゆで,16.0,1.2,0.1,3.8
06032,501,オクラ 果実 生,26.0,2.1,0.2,6.6
06033,502,オクラ 果実 ゆで,29.0,2.1,0.1,7.6
06034,503,かぶ 葉 生,20.0,2.3,0.1,3.9
06035,504,かぶ 葉 ゆで,20.0,2.3,0.1,4.4
06036,505,かぶ 根 皮つき 生,18.0,0.7,0.1,4.6
06037,506,かぶ 根 皮つき ゆで,18.0,0.7,0.1,4.7
06038,507,かぶ 根 皮なし 生,19.0,0.6,0.1,4.8
06039,508,かぶ 根 皮なし ゆで,20.0,0.6,0.1,5.0
06040,509,かぶ 漬物 塩漬 葉,27.0,2.3,0.2,6.0
06041,510,かぶ 漬物 塩漬 根 皮つき,21.0,1.0,0.2,4.9
06042,511,かぶ 漬物 塩漬 根 皮なし,19.0,0.8,0.1,4.7
06043,512,かぶ 漬物 ぬかみそ漬 葉,35.0,3.3,0.1,7.1
06044,513,かぶ 漬物 ぬかみそ漬 根 皮つき,27.0,1.5,0.1,5.9
06045,514,かぶ 漬物 ぬかみそ漬 根 皮なし,31.0,1.4,0.1,6.9
06046,515,（かぼちゃ類） 日本かぼちゃ 果実 生,41.0,1.6,0.1,10.9
06047,516,（かぼちゃ類） 日本かぼちゃ 果実 ゆで,50.0,1.9,0.1,13.3
06048,517,（かぼちゃ類） 西洋かぼちゃ 果実 生,78.0,1.9,0.3,20.6
06049,518,（かぼちゃ類） 西洋かぼちゃ 果実 ゆで,80.0,1.6,0.3,21.3
06332,519,（かぼちゃ類） 西洋かぼちゃ 果実 焼き,105.0,2.5,0.4,27.7
06050,520,（かぼちゃ類） 西洋かぼちゃ 果実 冷凍,75.0,2.2,0.3,18.5
06051,521,（かぼちゃ類） そうめんかぼちゃ 果実 生,25.0,0.7,0.1,6.1
06052,522,からしな 葉 生,26.0,3.3,0.1,4.7
06053,523,からしな 塩漬,36.0,4.0,0.1,7.2
06054,524,カリフラワー 花序 生,28.0,3.0,0.1,5.2
06055,525,カリフラワー 花序 ゆで,26.0,2.7,0.1,5.1
06056,526,かんぴょう 乾,239.0,6.3,0.2,68.1
06057,527,かんぴょう ゆで,21.0,0.7,0.0,7.2
06364,528,かんぴょう 甘煮,146.0,2.3,0.2,36.5
06058,529,きく 花びら 生,25.0,1.4,0.0,6.5
06059,530,きく 花びら ゆで,21.0,1.0,0.0,5.7
06060,531,きく 菊のり,283.0,11.6,0.2,73.5
06061,532,（キャベツ類） キャベツ 結球葉 生,21.0,1.3,0.2,5.2
06062,533,（キャベツ類） キャベツ 結球葉 ゆで,19.0,0.9,0.2,4.6
06333,534,（キャベツ類） キャベツ 結球葉 油いため,78.0,1.6,6.0,5.9
06063,535,（キャベツ類） グリーンボール 結球葉 生,20.0,1.4,0.1,4.3
06064,536,（キャベツ類） レッドキャベツ 結球葉 生,30.0,2.0,0.1,6.7
06065,537,きゅうり 果実 生,13.0,1.0,0.1,3.0
06066,538,きゅうり 漬物 塩漬,17.0,1.0,0.1,3.7
06067,539,きゅうり 漬物 しょうゆ漬,51.0,3.2,0.4,10.8
06068,540,きゅうり 漬物 ぬかみそ漬,28.0,1.5,0.1,6.2
06069,541,きゅうり 漬物 ピクルス スイート型,70.0,0.3,0.1,18.3
06070,542,きゅうり 漬物 ピクルス サワー型,13.0,1.4,0.0,2.5
06071,543,ぎょうじゃにんにく 葉 生,35.0,3.5,0.2,6.6
06075,544,キンサイ 茎葉 生,16.0,1.1,0.4,3.5
06076,545,キンサイ 茎葉 ゆで,15.0,1.1,0.4,3.5
06077,546,クレソン 茎葉 生,13.0,2.1,0.1,2.5
06078,547,くわい 塊茎 生,128.0,6.3,0.1,26.6
06079,548,くわい 塊茎 ゆで,129.0,6.2,0.1,27.2
06080,549,ケール 葉 生,26.0,2.1,0.4,5.6
06081,550,コールラビ 球茎 生,21.0,1.0,0.0,5.1
06082,551,コールラビ 球茎 ゆで,20.0,1.0,0.0,5.2
06083,552,こごみ 若芽 生,25.0,3.0,0.2,5.3
06084,553,ごぼう 根 生,58.0,1.8,0.1,15.4
06085,554,ごぼう 根 ゆで,50.0,1.5,0.2,13.7
06086,555,こまつな 葉 生,13.0,1.5,0.2,2.4
06087,556,こまつな 葉 ゆで,14.0,1.6,0.1,3.0
06385,557,コリアンダー 葉 生,18.0,1.4,0.4,4.6
06088,558,ザーサイ 漬物,20.0,2.5,0.1,4.6
06089,559,さんとうさい 葉 生,12.0,1.0,0.2,2.7
06090,560,さんとうさい 葉 ゆで,14.0,1.4,0.3,2.9
06091,561,さんとうさい 塩漬,18.0,1.5,0.3,4.0
06092,562,しかくまめ 若ざや 生,19.0,2.4,0.1,3.8
06093,563,ししとう 果実 生,24.0,1.9,0.3,5.7
06094,564,ししとう 果実 油いため,51.0,1.9,3.2,5.8
06095,565,しそ 葉 生,32.0,3.9,0.1,7.5
06096,566,しそ 実 生,32.0,3.4,0.1,8.9
06097,567,じゅうろくささげ 若ざや 生,22.0,2.5,0.1,4.8
06098,568,じゅうろくささげ 若ざや ゆで,28.0,2.8,0.1,6.2
06099,569,しゅんぎく 葉 生,20.0,2.3,0.3,3.9
06100,570,しゅんぎく 葉 ゆで,25.0,2.7,0.5,4.5
06101,571,じゅんさい 若葉 水煮びん詰,4.0,0.4,0.0,1.0
06102,572,（しょうが類） 葉しょうが 根茎 生,9.0,0.5,0.2,2.1
06103,573,（しょうが類） しょうが 根茎 皮なし 生,28.0,0.9,0.3,6.6
06365,574,（しょうが類） しょうが 根茎 皮なし 生 おろし,58.0,0.7,0.8,16.0
06366,575,（しょうが類） しょうが 根茎 皮なし 生 おろし汁,17.0,0.4,0.3,3.5
06104,576,（しょうが類） しょうが 漬物 酢漬,15.0,0.3,0.2,3.9
06105,577,（しょうが類） しょうが 漬物 甘酢漬,44.0,0.2,0.4,10.7
06386,578,（しょうが類） 新しょうが 根茎 生,10.0,0.3,0.3,2.7
06106,579,しろうり 果実 生,15.0,0.9,0.1,3.3
06107,580,しろうり 漬物 塩漬,15.0,1.0,0.1,3.7
06108,581,しろうり 漬物 奈良漬,216.0,4.6,0.2,40.0
06109,582,ずいき 生ずいき 生,15.0,0.5,0.0,4.1
06110,583,ずいき 生ずいき ゆで,10.0,0.4,0.0,3.1
06111,584,ずいき 干しずいき 乾,232.0,6.6,0.4,63.5
06112,585,ずいき 干しずいき ゆで,9.0,0.5,0.0,3.4
